site_id,igbp_class,location_lat,location_long,n_years_nee,n_years_gpp,n_years_ter,n_years_le,n_years_h,nep_median,gpp_median,ter_median,et_median,h_median,nep_source,gpp_source,ter_source,gpp_partition,ter_partition,vut_frac_nee
US-xSB,ENF,29.6893,-81.9934,3,3,3,4,4,61.8348,1523.61,1449.66,605.6521711346938,42.019999999999996,VUT,VUT,VUT,NT,NT,1
US-xSC,DBF,38.8929,-78.1395,3,3,3,4,4,-63.5893,1513.64,1548.08,617.5036600163264,24.1639,VUT,VUT,VUT,NT,NT,1
US-xSE,DBF,38.8901,-76.56,5,5,5,5,5,448.924,1794.46,1526.22,619.8840047020408,18.9513,VUT,VUT,VUT,NT,NT,1
US-xSJ,SAV,37.1088,-119.7323,4,4,4,4,4,-214.743,845.9100000000001,979.3710000000001,318.2744968163265,50.07555,VUT,VUT,VUT,NT,NT,1
US-xSL,CRO,40.4619,-103.0293,2,2,2,4,4,11.75195,430.8375,413.951,356.1320242285714,30.3621,VUT,VUT,VUT,NT,NT,1
US-xSP,ENF,37.0334,-119.26220000000001,4,4,4,4,4,-7.160800000000002,395.4845,521.8525,414.4517570938775,41.73905,VUT,VUT,VUT,DT,DT,1
US-xSR,OSH,31.9107,-110.8355,3,3,3,4,4,-43.9752,224.907,249.397,281.0275123591837,55.80885,VUT,VUT,VUT,NT,NT,1
US-xST,DBF,45.5089,-89.5864,5,5,5,5,5,367.484,1338.45,976.126,464.4402835591837,23.2967,VUT,VUT,VUT,NT,NT,1
US-xTE,ENF,37.0058,-119.006,3,3,3,4,4,197.09,1040.38,1131.28,514.8925135346939,60.423249999999996,VUT,VUT,VUT,DT,DT,1
US-xTL,WET,68.6611,-149.3705,4,4,4,5,5,31.268050000000002,198.0015,182.997,146.93733786122448,0.968171,VUT,VUT,VUT,NT,NT,1
US-xTR,DBF,45.4937,-89.5857,5,5,5,6,6,235.173,1330.68,1083.56,431.6042787428571,25.1267,VUT,VUT,VUT,NT,NT,1
US-xUK,DBF,39.0404,-95.1921,5,5,5,5,5,62.0863,1626.41,1551.6,634.4584636408164,27.789,VUT,VUT,VUT,NT,NT,1
US-xUN,MF,46.2339,-89.5373,6,6,6,6,6,291.4055,1142.3449999999998,870.8755,406.3472501877551,21.3675,VUT,VUT,VUT,NT,NT,1
US-xWD,GRA,47.1282,-99.2414,5,5,5,5,6,-26.6073,721.829,702.382,358.8575704163265,15.673400000000001,VUT,VUT,VUT,NT,NT,1
US-xWR,ENF,45.8205,-121.9519,5,5,5,6,6,3.66793,1594.72,1584.81,480.0426186122449,29.61405,VUT,VUT,VUT,NT,NT,1
US-xYE,ENF,44.9535,-110.5391,1,1,1,3,3,-86.9218,528.837,632.633,398.77729038367346,34.8155,VUT,VUT,VUT,NT,NT,1
US-YK1,WET,61.2723,-163.2228,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US-YK2,WET,61.2548,-163.259,1,1,1,1,1,82.8301,442.541,361.56,273.10977492244893,6.86239,VUT,VUT,VUT,NT,NT,1
US-ZF2,CRO,40.7939,-87.5355,1,1,1,1,1,135.474,1309.97,1189.63,552.8724071510204,16.6757,VUT,VUT,VUT,NT,NT,1
ZA-Uby,GRA,-27.3952,32.5889,1,1,1,1,1,392.971,1974.11,1582.97,811.1617026612245,33.421,VUT,VUT,VUT,NT,NT,1
ZA-Spk,GRA,-28.70408,29.52614,1,1,1,1,1,264.937,1496.79,1197.94,753.7577842285714,33.9734,VUT,VUT,VUT,NT,NT,1
ZA-Jks,GRA,-33.99029,18.95543,0,0,0,1,1,NA,NA,NA,1082.82755637551,24.4325,NA,NA,NA,NA,NA,NA
ZA-BfS,OSH,-28.8906,24.86112,2,2,2,2,2,270.6945,1161.63,889.3775,761.2936103020409,42.13375,VUT,VUT,VUT,NT,NT,1
ZA-BfK,OSH,-28.856483,24.83985,4,4,4,4,4,41.750389999999996,731.3675000000001,714.7145,539.2086103836734,42.4497,VUT,VUT,VUT,NT,NT,1
KR-WdE,EBF,34.35956,126.67779,2,1,2,2,2,521.624,2458.49,1841.415,802.5709511020409,13.16375,VUT,VUT,VUT,NT,NT,1
KR-UAO,CRO,36.41682,128.79904,2,2,2,2,2,-12.047000000000011,1526.93,1505.565,594.8852332408162,20.936999999999998,VUT,VUT,VUT,NT,NT,1
KR-TwC,ENF,37.30493,127.31743,1,1,1,1,1,1228.91,1880.87,1193.8,640.3127204571429,27.37,VUT,VUT,VUT,DT,DT,1
KR-TwB,DBF,37.30406,127.31395,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KR-SmM,MF,37.93894,126.95471,4,4,4,4,4,440.197,1627.47,1271.4099999999999,572.539232277551,15.6616,VUT,VUT,VUT,NT,NT,1
KR-ScC,ENF,37.22141,129.29863,4,4,4,4,4,215.3345,1788.48,1646.2849999999999,446.929035722449,0.7397981,VUT,VUT,VUT,NT,NT,1
KR-PcD,DBF,37.48184,128.51604,3,3,3,4,4,-98.223,2472.77,2768.98,675.6978065142857,22.559600000000003,VUT,VUT,VUT,NT,NT,1
KR-Nj2,CRO,35.0269,126.8219,2,2,2,2,2,28.85946,1214.145,1187.22,865.0607953959184,10.44175,VUT,VUT,VUT,NT,NT,1
KR-Nj1,CRO,35.02753,126.82093,1,1,1,1,1,-116.384,1310.86,1496.77,751.2344642938775,10.3086,VUT,VUT,VUT,NT,NT,1
KR-Kw2,DBF,37.74869,127.14888,4,4,4,4,4,-173.3465,1307.345,1352.185,389.2468951836735,20.1803,VUT,VUT,VUT,NT,NT,1
KR-Kw1,ENF,37.74843,127.16261,5,4,4,5,5,227.877,1641.745,1420.63,514.4648758530612,37.3655,VUT,VUT,VUT,NT,NT,1
KR-JjM,MF,33.31798,126.56772,4,4,4,4,4,604.6020000000001,1833.625,1202.415,535.8828257632654,24.93005,VUT,VUT,VUT,NT,NT,1
KR-Hnm,CRO,34.5538,126.56992,3,3,2,3,3,42.2848,1426.28,1471.46,804.5474873142857,19.5283,VUT,VUT,VUT,NT,NT,1
KR-HcM,MF,37.61938,127.84571,3,3,3,3,4,359.228,1783.11,1464.5,455.43026674285716,12.46635,VUT,VUT,VUT,NT,NT,1
KR-HPK,CRO,34.47722,126.48105,1,1,1,1,1,698.317,1164.11,459.831,710.2546665795918,15.5617,VUT,VUT,VUT,NT,NT,1
KR-GmS,CRO,35.75089,126.81378,3,3,3,3,3,465.879,1633.83,1164.93,683.0623199020408,22.3896,VUT,VUT,VUT,NT,NT,1
KR-GmR,CRO,35.74862,126.86432,2,2,2,2,2,787.193,1445.635,653.602,823.1812840653062,12.1192,VUT,VUT,VUT,NT,NT,1
KR-GmP,CRO,35.74502,126.85222,1,1,1,1,1,626.388,1737.47,1482.24,900.6448875428572,14.2764,VUT,VUT,VUT,DT,DT,1
KR-CmF,CRO,37.1599,127.65365,5,5,5,6,6,206.838,863.168,702.526,642.9126802775511,12.49015,VUT,VUT,VUT,NT,NT,1
KR-CRK,CRO,38.2013,127.2497,6,6,6,6,6,-54.6396,909.644,952.1255,661.7268061714285,12.670549999999999,VUT,VUT,VUT,NT,NT,1
KR-AdC,ENF,36.50565,126.35909,2,2,2,2,2,497.92150000000004,1871.185,1404.065,626.6012652734694,33.00085,VUT,VUT,VUT,NT,NT,1
TH-Mae,DBF,18.42264,99.72025,5,5,5,3,4,705.803,2298.5,1872.39,879.5000074775509,41.2712,VUT,VUT,VUT,DT,DT,1
TH-Kog,EBF,18.81267,98.90225,2,2,2,2,2,1251.395,2334.125,1567.0149999999999,932.7808288653061,24.01195,CUT,CUT,CUT,DT,DT,0
RU-Tur,DNF,64.208885,100.463554,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RU-SkP,DNF,62.25471,129.61855,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RU-Sk2,ENF,62.241356,129.65047,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RU-NeF,DNF,62.315617,129.49997,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RU-NeC,OSH,62.314842,129.50008,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RU-NeB,GRA,62.325935,129.48734,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RU-Ege,DNF,60.015514,133.824,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MY-LHP,EBF,4.201007,114.03908,3,3,3,5,5,390.968,3369.25,2663.68,1122.5824039836737,27.3781,VUT,VUT,VUT,DT,DT,1
MN-Udg,DNF,48.25649,106.85116,0,0,0,0,1,NA,NA,NA,NA,29.9735,NA,NA,NA,NA,NA,NA
MN-Nkh,GRA,47.693592,107.48934,4,4,4,4,4,73.6226,703.127,618.966,284.9374345959184,25.038649999999997,VUT,VUT,VUT,NT,NT,1
MN-Kbu,GRA,47.21397,108.737335,5,5,5,5,5,501.727,725.399,215.575,125.33789954938777,29.7784,VUT,VUT,VUT,NT,NT,1
MN-Hst,GRA,47.59293,105.85497,3,3,3,4,4,-63.4314,615.461,679.034,231.29981911836734,25.4075,VUT,VUT,VUT,NT,NT,1
KH-Kmp,EBF,12.744579,105.47857,1,1,1,1,1,-82.1288,3945.75,3831.51,1346.543471020408,18.2516,CUT,CUT,CUT,NT,NT,0
JP-Ynf,EBF,26.751,128.21266,6,6,6,6,6,403.8945,2308.135,1911.6950000000002,818.6601748408164,5.497425,VUT,VUT,VUT,NT,NT,1
JP-Yms,DBF,34.79028,135.84094,11,11,11,9,22,234.085,1663.72,1418.33,932.8632650448978,29.70655,BOTH,BOTH,BOTH,NT,NT,0.9090909090909091
JP-Toc,DBF,42.70973,141.5659,3,3,3,3,4,512.474,1481.91,984.976,432.4627742693877,28.31565,VUT,VUT,VUT,NT,NT,1
JP-Tmk,DNF,42.739307,141.51483,3,3,3,2,3,327.675,1705.99,1494.05,592.9125612244898,30.4193,VUT,VUT,VUT,NT,NT,1
JP-Tmd,GRA,42.735912,141.52315,4,4,4,7,5,-161.50799999999998,1305.545,1412.605,444.25630021224487,22.2975,VUT,VUT,VUT,NT,NT,1
JP-Tkb,ENF,36.173378,140.17664,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JP-Tgf,GRA,36.11353,140.09488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JP-Tef,DNF,45.05581,142.10712,18,18,18,21,22,20.93625,1381.195,1320.695,275.28145302857143,11.55495,VUT,VUT,VUT,NT,NT,1
JP-Tak,DBF,36.146168,137.42311,20,20,20,22,23,349.33000000000004,1103.145,635.9705,112.38125063510205,26.5356,BOTH,BOTH,BOTH,NT,NT,0.9
JP-Ta2,ENF,36.140038,137.37071,8,8,8,9,9,716.331,1811.58,1145.57,538.4911580081632,15.3882,VUT,VUT,VUT,DT,DT,1
JP-Srk,DBF,40.565483,140.12779,3,1,1,3,4,798.606,1539.16,826.983,494.9352296816327,-0.12963285,VUT,VUT,VUT,NT,NT,1
JP-Spp,DBF,42.986843,141.38533,16,16,16,12,16,-388.929,1319.6599999999999,1696.22,475.02818037551026,16.596449999999997,VUT,VUT,VUT,NT,NT,1
JP-Shn,MF,35.865753,137.93256,2,2,2,3,3,273.8905,1721.435,1417.815,694.5145085387754,42.1598,CUT,CUT,CUT,NT,NT,0
JP-Sb2,WET,45.10339,141.6808,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JP-Sb1,WET,45.104702,141.68797,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JP-SMF,MF,35.261528,137.07875,5,5,5,9,9,-66.6383,1877.23,2057.65,661.8208349387754,22.4628,CUT,CUT,CUT,NT,NT,0
JP-Om2,GRA,34.542454,135.50822,1,1,1,1,1,-397.4,2452.17,2907.89,926.1794941714287,8.39321,VUT,VUT,VUT,NT,NT,1
JP-Nuf,DBF,35.152416,136.9719,2,2,2,2,2,184.62865,1769.8249999999998,1597.445,217.26956777142857,16.2028,VUT,VUT,VUT,NT,NT,1
JP-NsM,GRA,36.91604,139.936,10,10,10,10,10,317.8655,2086.83,1776.67,716.7626165387755,5.449355000000001,VUT,VUT,VUT,NT,NT,1
JP-NsC,GRA,36.915054,139.93684,10,10,10,10,10,413.605,2005.1750000000002,1607.8049999999998,677.1803696816327,7.226945000000001,VUT,VUT,VUT,NT,NT,1
JP-Nkm,ENF,35.808064,137.83388,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JP-Mse,CRO,36.05393,140.02693,7,7,7,8,8,174.284,948.082,772.374,831.2838588734694,5.79444,VUT,VUT,VUT,NT,NT,1
JP-MMF,MF,44.321884,142.26152,6,6,6,6,6,742.4135,1595.06,842.2945,535.0294824979592,20.98295,VUT,VUT,VUT,NT,NT,1
JP-MBF,DBF,44.38406,142.31862,3,3,3,5,6,314.411,1229.18,898.11,495.802097632653,18.5974,BOTH,BOTH,BOTH,NT,NT,0.6666666666666666
JP-Kzw,MF,36.406788,138.57257,6,6,6,7,7,157.265,816.2885,734.328,185.13749064489795,31.8639,VUT,VUT,VUT,NT,NT,1
JP-Khw,ENF,33.13658,130.70834,6,3,3,4,8,881.298,1610.04,1144.03,947.7410633632653,26.754849999999998,CUT,CUT,CUT,NT,NT,0
JP-KaP,CRO,36.08313,140.24033,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JP-Hc3,CRO,34.539673,133.91173,2,1,1,2,2,656.5395000000001,1161.09,514.475,633.6025442448979,9.97786,VUT,VUT,VUT,NT,NT,1
JP-Hc2,CRO,34.537518,133.92755,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JP-Fmt,MF,35.638744,139.37975,3,2,2,4,8,334.403,2856.68,2984.865,921.8941008979593,32.345600000000005,VUT,VUT,VUT,NT,NT,1
JP-Fjy,ENF,35.45454,138.76225,20,20,20,11,20,423.50649999999996,1883.085,1403.92,500.76501325714287,21.4271,VUT,VUT,VUT,NT,NT,1
JP-Fhk,DNF,35.443554,138.7647,18,18,18,18,18,143.13150000000002,1810.01,1683.27,542.3398971428571,40.60355,VUT,VUT,VUT,NT,NT,1
JP-BBY,WET,43.322998,141.81065,0,0,0,2,4,NA,NA,NA,554.6827829387755,12.1602,NA,NA,NA,NA,NA,NA
JP-Api,DBF,40.001358,140.93658,21,21,21,22,22,262.848,1246.31,980.906,222.7818432489796,15.5272,VUT,VUT,VUT,NT,NT,1
ID-Pag,EBF,-2.3239167,113.90439,3,3,3,3,2,833.316,3538.91,2746.27,1443.9340888163265,32.86235,VUT,VUT,VUT,DT,DT,1
ID-PaD,EBF,-2.3460708,114.03641,8,8,8,8,8,364.7495,2917.115,3026,1208.4429051918369,28.92755,VUT,VUT,VUT,DT,DT,1
ID-PaB,OSH,-2.340796,114.0379,9,9,9,10,10,217.177,1841.37,1459.58,1174.9570714285715,25.6892,VUT,VUT,VUT,DT,DT,1
CN-Lsh,DNF,45.27984,127.57821,3,3,3,3,3,-192.66,1207.78,1343.41,311.25325283265306,35.2553,VUT,VUT,VUT,NT,NT,1
CN-HaM,GRA,37.607433,101.332,5,5,5,5,5,104.917,714.24,556.686,413.94941162448987,28.0751,VUT,VUT,VUT,NT,NT,1
UK-AMo,WET,55.792545,-3.2436917,20,20,20,22,22,17.381749999999997,731.2940000000001,670.2395,123.63211466448979,6.233445,VUT,VUT,VUT,NT,NT,1
SE-Svb,ENF,64.25611,19.7745,9,9,9,9,10,91.0312,1166.1,1061.41,301.3158289959184,10.69625,VUT,VUT,VUT,NT,NT,1
SE-Sto,WET,68.35594,19.045208,2,2,2,2,2,41.53615,348.81100000000004,307.1435,239.2497581877551,-2.88233,VUT,VUT,VUT,NT,NT,1
SE-Nor,ENF,60.0865,17.479504,6,6,6,6,6,-241.961,1376.615,1486.905,382.3332046530612,11.277149999999999,VUT,VUT,VUT,NT,NT,1
SE-Htm,ENF,56.09763,13.41897,6,6,6,6,6,152.6635,2293.15,2234.165,412.99817539591834,13.449,VUT,VUT,VUT,NT,NT,1
SE-Deg,WET,64.18203,19.55654,5,5,5,5,5,58.4473,323.879,277.473,296.18546488163264,-2.99391,VUT,VUT,VUT,NT,NT,1
NO-Hur,ENF,60.37163,11.07949,1,1,1,1,1,52.6024,1120.28,1087.2,374.3053376326531,9.85951,VUT,VUT,VUT,NT,NT,1
NL-Loo,ENF,52.166447,5.74355,23,22,22,25,26,506.081,1492.04,967.252,477.4407266938775,15.850200000000001,VUT,VUT,VUT,NT,NT,1
IT-TrF,DNF,45.82376,7.56089,12,12,11,12,12,896.355,1233.9050000000002,367.22,534.8150196244899,60.4113,VUT,VUT,VUT,NT,NT,1
IT-Tor,GRA,45.84444,7.578055,15,15,15,15,15,60.5102,817.845,792.484,496.7475375673469,17.142,VUT,VUT,VUT,NT,NT,1
IT-Ren,ENF,46.58686,11.43369,19,19,19,22,24,692.663,1537.45,796.739,602.5621024653061,61.24365,BOTH,BOTH,BOTH,NT,NT,0.9473684210526315
IT-Noe,CSH,40.606174,8.151694,2,2,2,2,2,-67.75245000000001,1491.92,1382.045,362.5407931591837,63.2658,VUT,VUT,VUT,NT,NT,1
IT-Niv,GRA,45.49091,7.13943,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IT-MBo,GRA,46.01468,11.045831,16,16,16,17,18,-3.0159000000000002,1499.105,1506.475,477.79880884897955,5.498555,BOTH,BOTH,BOTH,NT,NT,0.9375
IT-Lsn,OSH,45.740482,12.750297,7,7,7,8,8,47.3485,1222.11,1225.37,499.9528880816327,16.45015,VUT,VUT,VUT,NT,NT,1
IT-Cp2,MF,41.704266,12.357293,4,4,4,4,4,650.5145,2058.4249999999997,1559.93,517.4338663836734,50.27825,BOTH,BOTH,BOTH,NT,NT,0.75
IT-BFt,DBF,45.197754,10.741966,5,5,5,5,5,14.7668,2018.1,1922.97,602.349571689796,29.4049,VUT,VUT,VUT,NT,NT,1
IT-BCi,CRO,40.52375,14.957444,14,14,14,15,15,50.691050000000004,1969.08,1782.355,760.2573617632654,17.1011,VUT,VUT,VUT,NT,NT,1
IE-Cra,WET,53.32308,-7.64177,2,2,2,2,2,29.48375,647.991,620.5725,221.11315464489795,15.4219,CUT,CUT,CUT,NT,NT,0
GL-ZaH,GRA,74.4733,-20.550869,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GL-ZaF,WET,74.48152,-20.555773,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GL-NuF,WET,64.130936,-51.386066,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GL-Dsk,OSH,69.25349,-53.51413,4,4,4,5,5,-1.5027299999999997,283.1615,294.645,105.21020465632652,4.56156,VUT,VUT,VUT,NT,NT,1
GF-Guy,EBF,5.2787,-52.9248,8,8,8,8,8,131.34295,3266.8050000000003,3330.17,1001.4681993795919,15.25185,VUT,VUT,VUT,DT,DT,1
FR-Tou,GRA,43.572857,1.37474,7,7,7,7,7,-60.634,1356.36,1376.67,522.1881154285715,27.1862,VUT,VUT,VUT,NT,NT,1
FR-Pue,EBF,43.7413,3.5957,23,23,23,24,24,217.991,1374.56,1159.85,430.9106555755102,29.423250000000003,VUT,VUT,VUT,NT,NT,1
FR-Mej,GRA,48.1184,-1.79635,6,6,6,6,5,-46.5754,2088.74,2235.86,444.33809235918363,11.1504,VUT,VUT,VUT,NT,NT,1
FR-Lus,GRA,46.414246,0.1206518,2,2,2,2,2,280.5725,2238.33,1955.9450000000002,533.1051129306122,9.205680000000001,VUT,VUT,VUT,NT,NT,1
FR-Lqu,GRA,45.6444,2.7349,2,2,2,2,2,108.85645,1873.635,1766.005,595.3463606204082,2.5566325,VUT,VUT,VUT,NT,NT,1
FR-Lam,CRO,43.496437,1.237878,3,3,3,3,3,115.253,1386.62,1276.09,505.6132910693878,22.0857,VUT,VUT,VUT,NT,NT,1
FR-LGt,WET,47.322918,2.284102,2,2,2,5,5,-268.72450000000003,1099.42,1371.425,357.0130608979592,22.7786,CUT,CUT,CUT,NT,NT,0
FR-Hes,DBF,48.6741,7.06465,19,19,19,21,22,487.887,1739.78,1187.11,345.70255944489793,9.07199,CUT,CUT,CUT,NT,NT,0
FR-Gri,CRO,48.84422,1.95191,18,18,18,19,19,283.11350000000004,1549.0149999999999,1104.73,467.1078668081633,11.0232,VUT,VUT,VUT,NT,NT,1
FR-Fon,DBF,48.476357,2.780096,5,5,5,5,5,399.907,1720.1,1286.61,462.1642721632653,19.8693,VUT,VUT,VUT,NT,NT,1
FR-FBn,ENF,43.24079,5.67865,15,15,15,15,17,581.181,1684.68,1267.6,494.8270321959183,56.4056,BOTH,BOTH,BOTH,NT,NT,0.9333333333333333
FR-EM2,CRO,49.87211,3.02065,8,8,8,8,6,157.617,1624.4299999999998,1442.31,458.46044037551025,12.8683,VUT,VUT,VUT,NT,NT,1
FR-CLt,GRA,45.0414,6.41053,4,4,4,4,5,-125.8999,659.7539999999999,775.685,320.55179627755103,4.90116,VUT,VUT,VUT,NT,NT,1
FR-Bil,ENF,44.493652,-0.956092,10,10,10,10,10,429.4605,1897.7350000000001,1499.23,561.6776215836735,37.047700000000006,VUT,VUT,VUT,NT,NT,1
FR-Aur,CRO,43.54965,1.106103,18,18,18,18,18,150.481,1213.62,1011.9300000000001,457.6914653877551,20.225749999999998,VUT,VUT,VUT,NT,NT,1
FI-Var,ENF,67.7549,29.61,8,8,8,9,9,-10.96584,502.48,530.1320000000001,175.22325198367346,18.9328,VUT,VUT,VUT,NT,NT,1
FI-Sod,ENF,67.36239,26.63859,1,1,1,1,1,-168.909,640.628,802.367,76.24741221551021,10.4355,VUT,VUT,VUT,NT,NT,1
FI-Sii,WET,61.83265,24.19285,5,5,5,5,5,27.5675,377.239,365.335,340.2759403102041,4.4288,VUT,VUT,VUT,NT,NT,1
FI-Let,ENF,60.64183,23.95952,9,9,9,12,12,99.6439,1282.22,1210.08,367.5829248,48.5519,VUT,VUT,VUT,NT,NT,1
FI-Ken,ENF,67.98721,24.24301,4,4,4,6,6,-52.296049999999994,622.8895,703.9549999999999,285.942769567347,20.50475,VUT,VUT,VUT,NT,NT,1
FI-Hyy,ENF,61.847410000000004,24.29477,24,24,24,25,26,238.058,1157.755,941.913,337.5310731428571,16.1398,VUT,VUT,VUT,NT,NT,1
FI-Ant,GRA,63.16347,27.234991,1,1,1,1,1,285.376,1371.19,1090.4,283.28033857959184,-0.813569,VUT,VUT,VUT,NT,NT,1
ES-LMa,SAV,39.94033,-5.77465,5,5,5,5,5,-52.382,1179.27,1173.37,452.44453136326536,37.6872,VUT,VUT,VUT,NT,NT,1
DK-Vng,CRO,56.037476,9.160709,3,3,3,3,3,179.544,1177.72,1116.51,313.10033848163266,8.41907,VUT,VUT,VUT,NT,NT,1
DK-Sor,DBF,55.48587,11.644645,26,26,26,26,26,253.6875,2067.99,1848.535,429.0770946122449,0.29508999999999996,VUT,VUT,VUT,NT,NT,1
DK-Skj,WET,55.91273,8.40481,2,2,2,2,2,106.79964999999999,1262.67,1145.375,605.3237144816326,10.154689999999999,VUT,VUT,VUT,NT,NT,1
DK-RCW,DBF,55.680683,12.101398,2,2,2,2,2,371.26649999999995,1641.975,1267.095,384.5757263510204,1.191546,VUT,VUT,VUT,NT,NT,1
DK-Gds,ENF,56.0737,9.3341,1,1,1,1,1,973.05,1957.08,1014.44,544.8967067755102,14.2163,VUT,VUT,VUT,NT,NT,1
DE-Tha,ENF,50.962597,13.565333,28,28,28,28,28,471.522,1535.675,1087.62,387.927272277551,23.453400000000002,VUT,VUT,VUT,NT,NT,1
DE-RuW,ENF,50.50493,6.3309627,8,8,8,10,11,440.885,2313.515,1780.755,680.969857812245,7.87256,BOTH,BOTH,BOTH,NT,NT,0.625
DE-RuS,CRO,50.865906,6.4471445,11,11,11,11,11,502.143,1596.9,1002.92,565.5907639836735,3.67828,VUT,VUT,VUT,NT,NT,1
DE-RuR,GRA,50.621914,6.304126,13,13,13,13,13,180.789,2000.92,1888.49,535.7643237551019,1.93735,VUT,VUT,VUT,NT,NT,1
DE-Msr,ENF,47.80918,11.456168,2,2,2,2,2,558.9010000000001,2167.64,1604.735,632.0085634285715,18.6246,VUT,VUT,VUT,NT,NT,1
DE-Kli,CRO,50.893044,13.5223,7,7,7,7,7,88.5328,1230.06,1079.68,430.95444979591844,6.50898,VUT,VUT,VUT,NT,NT,1
DE-Hzd,DBF,50.96381,13.48978,2,2,2,2,2,222.248,1582.17,1370.815,452.6287247020408,-1.809643,VUT,VUT,VUT,NT,NT,1
DE-HoH,DBF,52.08656,11.22235,10,10,10,10,10,269.41200000000003,1891.905,1637.2350000000001,540.2422827918367,10.628005,VUT,VUT,VUT,NT,NT,1
DE-Har,ENF,47.93391,7.59814,5,5,5,5,5,157.284,1583.63,1326.83,466.0709742367346,33.2613,VUT,VUT,VUT,NT,NT,1
DE-Hai,DBF,51.079212,10.452168,19,19,19,21,22,527.407,1651.21,1110.18,379.880084277551,15.501550000000002,VUT,VUT,VUT,NT,NT,1
DE-Gwg,GRA,47.570835,11.032604,1,1,1,1,1,-291.293,2005.21,2341.54,506.58578037551024,1.45104,VUT,VUT,VUT,NT,NT,1
DE-GsB,GRA,52.029648,11.10478,9,9,9,9,9,-190.964,1544.06,1722.44,441.9867291428572,5.85284,VUT,VUT,VUT,NT,NT,1
DE-Gri,GRA,50.950005,13.512533,19,19,19,20,19,87.1856,1630.44,1531.88,445.9868159510204,3.41521,VUT,VUT,VUT,NT,NT,1
DE-Geb,CRO,51.09973,10.91463,2,2,2,3,3,330.6605,1548.87,1217.975,505.73308114285715,13.6638,VUT,VUT,VUT,NT,NT,1
DE-Fen,GRA,47.832905,11.060701,1,1,1,1,1,318.75,2074.62,1761.85,622.9302791510204,1.69295,VUT,VUT,VUT,NT,NT,1
DE-Brs,CRO,52.29663,10.44871,1,1,1,1,1,339.819,2035.97,1683.23,365.1587858938775,-0.791882,VUT,VUT,VUT,NT,NT,1
DE-Amv,WET,52.1757,6.95537,2,2,2,2,2,-41.2415,1256.1,1296.6950000000002,358.02870039183676,13.48695,VUT,VUT,VUT,NT,NT,1
CZ-wet,WET,49.02465,14.77035,18,18,18,18,18,-55.48915,1131.4,1173.07,444.08563155918364,17.5348,VUT,VUT,VUT,NT,NT,1
CZ-Lnz,DBF,48.68155,16.946331,9,9,9,9,9,508.422,2018.4,1485.01,565.628117877551,20.7432,VUT,VUT,VUT,NT,NT,1
CZ-BK1,ENF,49.502075,18.536882,17,17,17,20,21,799.823,2015.74,1184.7,462.94999200000007,30.0952,VUT,VUT,VUT,NT,NT,1
CH-Dav,ENF,46.81533,9.85591,28,25,25,28,28,202.96300000000002,1381.38,1140.6,538.6875879673469,13.1467,BOTH,BOTH,BOTH,NT,NT,0.9642857142857143
CD-Ygb,MF,0.814444,24.502472,3,3,3,3,3,-289.782,3807.81,3724.87,1099.236220310204,23.9648,VUT,VUT,VUT,DT,DT,1
BE-Vie,MF,50.304962,5.998099,25,25,25,25,27,445.797,1808.65,1287.98,360.98931849795923,18.8696,VUT,VUT,VUT,NT,NT,1
BE-Maa,CSH,50.97987,5.631851,7,7,7,7,9,2.61355,891.802,914.134,380.82810034285717,21.368,VUT,VUT,VUT,NT,NT,1
BE-Lon,CRO,50.55162,4.746234,19,19,19,19,19,396.811,1514.37,1075.27,363.0257497469388,6.22293,VUT,VUT,VUT,NT,NT,1
